name,description,content,product_category_id,images
Odyssey CLX Imaging System,"Odyssey CLX merupakan instrumen yang digunakan untuk visualisasi data <em>western blot</em> dengan menggunakan NIR fluoresens. Odyssey CLX ini dapat melakukan visualisasi hingga 9 mini-blots atau 6 microplates dalam satu waktu.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AB.03-035","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Licor</li>
\n 	<li>Bidang sampel 25 x 25 cm</li>
\n 	<li>Kecepatan scan 5-40 cm/s</li>
\n 	<li>Resolusi 21-337 um</li>
\n 	<li>Dimensi 22 x 25 x 15 inch</li>
\n 	<li>Berat 70 lbs</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04236.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04238.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04239.jpg"
Biological Safety Cabinet B,"<em>Biological safety cabinet</em> digunakan sebagai ruang kerja preparasi bahan-bahan biologis yang berbahaya seperti bakteri, virus serta asam nukleat yang membutuhkan Biosafety level 1, 2, 3.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: JSR</li>
\n 	<li>Class II Type A2</li>
\n 	<li>Biological safety cabinet dilengkapi dengan <em>vertical laminar flow</em></li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04920.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04921-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04922-copy.jpg"
Biological Safety Cabinet C,"<em>Biological safety cabinet</em> digunakan sebagai ruang kerja preparasi bahan-bahan biologis yang berbahaya seperti bakteri, virus serta asam nukleat yang membutuhkan Biosafety level 1, 2, 3.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li>Tipe: 1300 Series</li>
\n 	<li>Class II Type A2</li>
\n 	<li>Biological safety cabinet dapat menahan beban hingga 50 kg</li>
\n 	<li>Dimensi 80 x 100 x 156,8 cm</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04911.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04910-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04907-copy.jpg"
CO2 Incubator B,"CO<sub>2</sub><em> Incubator </em>berfungsi untuk menyimpan sampel atau hasil preparasi mikrobiologi yang memerlukan gas CO<sub>2</sub>. CO<sub>2</sub><em> Incubator</em> digunakan untuk penyimpanan sampel sel kultur.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Biobase</li>
\n 	<li>CO<sub>2</sub><em> Incubator</em> memiliki rentang suhu 5-60<sup>○</sup></li>
\n 	<li>Berat 68 kg</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04912.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04914-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04915-copy.jpg"
Primovert Cell and Tissue Culture Microscope,"<em>Primovert Cell and Tissue Culture Microscope</em> digunakan untuk melihat morfologi sel hidup atau mikroorganisme dengan lebih jelas.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: ZEISS</li>
\n 	<li>Tipe: Primovert</li>
\n 	<li>Dimensi 261 x 550 x 494 mm</li>
\n 	<li>Berat 11 kg</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04916.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04917-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04919-copy.jpg"
Autoclave,"<em>Autoclave</em> berfungsi sebagai alat sterilisasi uap yang dapat membunuh bakteri, virus, jamur serta spora. <em>Autoclave</em> digunakan untuk peralatan gelas laboratorium biologis serta media.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Hirayama</li>
\n 	<li>Tipe: HVE-50</li>
\n 	<li><em>Autoclave</em> memuat hingga 50L</li>
\n 	<li><em>Autoclave</em> memiliki diameter 11,8 inch</li>
\n 	<li><em>Autoclave</em> memiliki tipe <em>top-loading</em></li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04925.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04926.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04928.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04929.jpg"
Biological Safety Cabinet D,"<em>Biological safety cabinet</em> digunakan sebagai ruang kerja preparasi bahan-bahan biologis yang berbahaya seperti bakteri, virus serta asam nukleat yang membutuhkan Biosafety level 1, 2, 3.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: ESCO</li>
\n 	<li>Class II</li>
\n 	<li><em>Bilological safety cabinet</em> dilengkapi dengan 2 <em>exhaust filter</em></li>
\n 	<li>Pelindung yang terbuat dari Pb dengan ketebala 3mm</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04930.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04935.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04937.jpg"
Digital Colony Counter,"<em>Digital colony counter</em> merupakan peralatan yang digunakan untuk menghitung jumlah koloni bakteri yang diinkubasi pada media.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Himedia</li>
\n 	<li>Tipe: LA660</li>
\n 	<li><em>Digital colony counter</em> dapat menghitung jumlah koloni 0-9999 <em>counts</em></li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04939.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04941.jpg"
Incubator,"<em>Incubator </em>didesain untuk penyimpanan berbagai sampel penelitian. <em>Incubator </em>digunakan untuk menyimpan sampel mikrobiologi.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Heratherm</li>
\n 	<li><em>Incubator </em>memiliki <em>range</em> suhu 5⁰C – 75⁰C</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04947.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04948.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04949.jpg"
Microscope B,"<em>Microscope</em> digunakan untuk visualisasi objek yang terlalu kecil untuk dilihat secara langsung. <em>Microscope</em> digunakan untuk sampel biologis.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Olympus</li>
\n 	<li>Tipe: CX21</li>
\n 	<li><em>Microscope</em> memiliki okuler 10x hingga 16x</li>
\n 	<li><em>Microscope</em> memiliki perbesaran 4x, 10x, 40x dan 100x</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04943.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04946.jpg"
Multimode Reader,"<em>Multimode reader</em> berfungsi sebagai alat ukur multifungsi yang dilengkapi dengan injektor dengan 2 pompa, kontrol gas CO<sub>2</sub> dan N<sub>2</sub> serta dilengkapi dengan 2 <em>software</em> yaitu i-control dan magellan. <em>Multimode reader</em> digunakan untuk pengukuran<em> absorbance, flourescence </em>dan<em> luminescence</em>.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Tecan</li>
\n 	<li>Tipe: Infinite 200PRO NanoQuant</li>
\n 	<li>Menyediakan metode pembacaan <em>absorbance</em>.</li>
\n 	<li>Multimode reader dapat digunakan untuk pembacaan <em>absorbance scanning</em></li>
\n 	<li>Multimode reader memiliki sensitifitas dan fleksibilitas yang tinggi dengan 6 hingga 384-well <em>microplates</em>, PCR <em>plates</em>, <em>cuvettes</em> dan NanoQuant <em>Plate</em>™</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04963.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04964.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04965.jpg"
PCR Gradient,"PCR<em> Gradient </em>dapat digunakan untuk melakukan amplifikasi basa nukleotida, sintesis cDNA pada <em>Reverse Transcriptase</em> PCR (RT-PCR), <em>cycle sequencing</em>, dan lain-lain. PCR<em> Gradient </em>digunakan untuk mendeteksi keberadaan materi genetik dengan menggunakan metode PCR.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Sensoquest</li>
\n 	<li>PCR <em>Gradient </em>dapat dijalankan dengan <em>gradient temperature</em></li>
\n 	<li>PCR <em>Gradient</em> dapat digunakan untuk tabung dengan ukuran 0,5 mL, 0,2 mL, dan <em>microtiterplate</em> 96 atau 384</li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04950.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04952.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04953.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04954.jpg"
Medical Freezer,"<em>Medical freezer</em> didesain untuk mendukung langsung aplikasi medis khususnya penyimpanan sampel penelitian. <em>Medical freezer</em> digunakan untuk menyimpan reagen dan sampel bioteknologi.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Thermo Scientific</li>
\n 	<li>Tipe: TSE Series</li>
\n 	<li><em>Medical freezer</em> memiliki 5 mode dasar dengan <em>range </em>suhu antara -10<sup>○</sup>C sampai -40<sup>○</sup></li>
\n</ul>",2,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04957.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04959.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04962.jpg"
TLC Scanner,"<em>TLC scanner 4 </em>paling banyak digunakan sebagai media kerja untuk evaluasi densitometer dari TLC/HPTLC kromatografi dan objek yang transparan. <em>TLC scanner 4</em> digunakan untuk pengukuran kualitatif dan kuantitatif TLC/HPTLC dengan menggunakan program winCATS.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/BA.02-003","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: CAMAG</li>
\n 	<li>Tipe: CAMAG 4</li>
\n 	<li><em>TLC scanner</em><em> 4</em> dilengkapi dengan <em>scanner </em>yang dapat membaca panjang gelombang dari 210-800 nm</li>
\n 	<li><em>TLC scanner</em><em> 4 </em>membutuhkan format objek maksimal 20x20 cm</li>
\n 	<li><em>TLC scanner 4</em> memiliki 3 lampu yaitu : Deuterium, Halogen, dan Mercury.</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04358-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04359-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04360-copy.jpg"
Destilasi Bertingkat,"Destilasi bertingkat digunakan untuk memisahkan larutan dengan proses pemanasan serta pendinginan yang didasarkan pada perbedaan titik didih.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Dapat menampung sampel hingga kapasitas 10L</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04225.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04229.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04231.jpg"
Rotary Evaporator,"<em>Rotary Evaporator</em> memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> digunakan untuk memekatkan ekstrak cair.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AS.03-019","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: BUCHI</li>
\n 	<li>Tipe: R-300</li>
\n 	<li>Kecepatan rotasi 10-280 rpm</li>
\n 	<li>Temperatur maksimum 220˚C</li>
\n 	<li>Kapasitas maksimum 5L</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04334-1-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04337-copy-1.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04338-copy-1.jpg"
Rotary Evaporator BUCHI R-3,<em>Rotary Evaporator</em> BUCHI R-3 memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> BUCHI R-3 digunakan untuk sampel dengan kapasitas maksimal 4 L.,"<strong>Spesifikasi:</strong>
\n<ul>
\n 	<li>Merk: Buchi</li>
\n 	<li>Tipe: R-3</li>
\n 	<li>Dimensi : 430 x 520 x 315 mm</li>
\n 	<li>Kecepatan rotasi : 20-280 rpm</li>
\n 	<li>Ukuran labu : 50-4000 mL</li>
\n 	<li>Kapasitas suhu penagas air : 20-95˚C</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05008.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05009.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05013.jpg"
Rotary Evaporator BUCHI R-100,<em>Rotary Evaporator</em> BUCHI R-100 memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> BUCHI R-100 digunakan untuk sampel dengan kapasitas maksimal 4 L.,"<strong>Spesifikasi:</strong>
\n<ul>
\n 	<li>Merk: Buchi</li>
\n 	<li>Tipe: R-100</li>
\n 	<li>Dimensi : 617 x 898 x 502 mm</li>
\n 	<li>Kecepatan rotasi : 20-280 rpm</li>
\n 	<li>Ukuran labu : 50-4000 mL</li>
\n 	<li>Kapasitas suhu penangas air : 20-95˚C</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05019.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05021.jpg"
Rotary Evaporator BUCHI R-215,<em>Rotary Evaporator</em> BUCHI R-215 memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> BUCHI R-215 digunakan untuk sampel dengan kapasitas maksimal 4 L.,"<strong>Spesifikasi:</strong>
\n<ul>
\n 	<li>Merk: Buchi</li>
\n 	<li>Tipe: R-215</li>
\n 	<li>Dimensi : 55 x 55 x 57.5 cm</li>
\n 	<li>Kecepatan rotasi : 20-280 rpm</li>
\n 	<li>Ukuran labu : 50-4000 mL</li>
\n 	<li>Kapasitas suhu penangas air : 20-180˚C</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05016.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05017.jpg"
Rotary Evaporator BUCHI R-220,<em>Rotary Evaporator</em> BUCHI R-220 memiliki tujuan yaitu memisahkan pelarut dan zat terlarut dengan cara diuapkan kemudian dikondensasi. <em>Rotary Evaporator</em> BUCHI R-220 digunakan sampel dengan kapasitas maksimal 20 L.,"<strong>Spesifikasi:</strong>
\n<ul>
\n 	<li>Merk: Buchi</li>
\n 	<li>Tipe: R-220</li>
\n 	<li>Dimensi : 55 x 55 x 57.5 cm</li>
\n 	<li>Kecepatan rotasi : 5-150 rpm</li>
\n 	<li>Kapasitas suhu penangas air : 20-180˚C</li>
\n</ul>",3,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05022.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05023.jpg"
Friability &amp; Abrassion Testers,"<em>Friability and Abrassion Testers </em>berfungsi untuk menguji keregasan, kerapuhan dan kepadatan suatu tablet. <em>Friability and Abrassion Testers </em> digunakan untuk bahan baku padat berbentuk tablet.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-008","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: TAR 220</li>
\n 	<li><em>Friability and Abrassion Testers</em> memiliki rentang kecepatan 20 - 100 rpm</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04381-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04382-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04384-copy.jpg"
Tablet Hardness Testers,"<em>Tablet Hardness Testers </em>berfungsi untuk mengetahui kekerasan dari sebuah tablet. <em>Tablet Hardness Testers </em> digunakan untuk bahan baku padat berbentuk tablet.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-022","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: TBH 325 WTD</li>
\n 	<li>Dapat menyimpan sebanyak 50 metode pengujian</li>
\n 	<li>Dapat digunakan untuk pengukuran berat, ketebalan dan diameter</li>
\n 	<li>Dilengkapi dengan timbangan analitik</li>
\n 	<li>Dilengkapi dengan SD card slot, LAN dan USB for printer</li>
\n 	<li>Mampu digunakan untuk 100 sampel dalam sekali pengujian</li>
\n 	<li>Mampu melakukan 6-8 pengujian setiap menit</li>
\n 	<li>Rentang pengujian kekerasan antara 3-500 Newton</li>
\n 	<li>Rentang diameter sampel antara 2-28 mm</li>
\n 	<li>Rentang ketebalan sampel antara 0,10-25,00 mm</li>
\n 	<li>Rentang berat sampel antara 20,0 mg-64,0 gram</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04386-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04388-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04389-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04390-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04391-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04392-copy.jpg"
Tapped Density Testers,"<em>Tapped Density Testers </em>berfungsi untuk mengukur kerapatan dan berat jenis dari suatu sampel serbuk, granul dan sejenisnya.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-023","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: SVM 221</li>
\n 	<li><em>Tapped Density Testers </em>dilengkapi dengan 2 wadah tes</li>
\n 	<li>Pengukuran dapat dilakukan dengan jangkauan 1 detik hingga 9 jam</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04404-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04406-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04409-copy.jpg"
Powder and Granulate Tester,"<em>Powder and Granulate Testers </em>berfungsi untuk menguji laju alir dari suatu granule. <em>Powder and Granulate Testers </em>digunakan untuk bahan baku serbuk padat.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-018","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: Erweka GT</li>
\n 	<li><em>Powder and Granulate Testers </em>dilengkapi dengan timbangan kapasitas 7.000 gram dan stirrer</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04396-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04398-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04399-copy.jpg"
Disintegration Tester,"<em>Disintegration Testers </em>berfungsi untuk mengetahui waktu hancur tablet. <em>Disintegration Testers </em> digunakan untuk bahan baku padat berbentuk tablet.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-005","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: ZT 322</li>
\n 	<li><em>Disintegration Testers</em> dilengkapi dengan tabung yang terdapat pada <em>basket</em> pengujian</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04393-1-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04395-copy.jpg"
Balance Capacity 100 Kg,"Timbangan teknis berfungsi untuk mengukur berat bahan baku padat maupun kering. Timbangan teknis digunakan untuk mengukur berat bahan baku padat maupun cair dengan kemampuan pembacaan 1 g hingga 150 kg.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Mettler Toledo</li>
\n 	<li>Tipe: BBA221</li>
\n 	<li>Timbangan teknis Mettler Toledo BBA221 memiliki berat 10 kg</li>
\n 	<li>Timbangan teknis Mettler Toledo BBA221 memiliki dimensi (pxlxt) 430x240x486,5 mm, dengan luas <em>pan</em> 300x240 mm</li>
\n 	<li>Timbangan teknis Mettler Toledo BBA221 mempunyai kapasitas penimbangan sampai 150 kg</li>
\n</ul>",4,https://polarlabsen.link/wp-content/uploads/2022/11/DSC04427-scaled.jpg
Motor for All Purpose Equipment,"<em>Three-Roller Mill </em>berfungsi mencampurkan bahan baku semi solid dengan cara menggiling formulasi. <em>Three-Roller Mill </em>digunakan untuk pembuatan bahan baku semi solid.
\n
\n<em>Homogenizer  </em>berfungsi menghomogenkan larutan. <em>Homogenizer </em>digunakan untuk  bahan baku <em>liquid</em><em>.</em>
\n
\n<em>Laboratory Kneader  </em>berfungsi untuk mencampurkan bahan dengan waktu yang relatif singkat. <em>Laboratory Kneader  </em>digunakan untuk  bahan baku semi solid.
\n
\n<em>Double Cone Mixer  </em>berfungsi untuk mencampurkan bahan baku padat serbuk atau granul dalam skala kecil. <em>Double Cone Mixer </em>digunakan untuk  bahan baku serbuk atau granul.
\n
\n<em>Dry Granulator </em>berfungsi untuk menghancurkan bahan baku padat kering menjadi granul. <em>Dry Granulator </em>digunakan untuk  bahan baku padat kering.
\n
\n<em>Wet Granulator </em>berfungsi untuk menghancurkan bahan baku menjadi granul dengan bahan baku basah. <em>Wet Granulator </em>digunakan untuk  bahan baku padat basah.
\n
\n<em>Coating pan </em>berfungsi untuk melapisi bagian permukaan tablet. <em>Coating pan </em>digunakan untuk  bahan baku padat dalam bentuk tablet.
\n
\n<em>Polishing drum  </em>berfungsi untuk mengkilapkan permukaan tablet. <em>Polishing drum  </em>digunakan untuk  bahan baku padat dalam bentuk tablet.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.
\n
\nLS/IK/AP.03-014","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Erweka</li>
\n 	<li>Tipe: AR 403-S</li>
\n 	<li>Terdiri dari
\n<ul>
\n 	<li>Three-Roller Mill (Erweka SMS)</li>
\n 	<li>Homogenizer (Erweka HHO)</li>
\n 	<li>Laboratory Kneader (Erweka LKS)</li>
\n 	<li>Double Cone Mixer (Erweka DKM)</li>
\n 	<li>Dry Granulator (Erweka TG 2000)</li>
\n 	<li>Wet Granulator (Erweka FGS)</li>
\n 	<li>Coating Pan (Erweka DKS)</li>
\n 	<li>Polishing Drum (Erweka PT)</li>
\n</ul>
\n</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04411-scaled.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04422.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04424.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04426.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04417.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04420.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04416.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04425.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04413-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04418.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC07284-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC07286-copy.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC07280-copy.jpg"
Spray Dryer,"<em>Spray Dryer</em> adalah alat yang digunakan untuk membuat bubuk kering dari larutan. Alat ini cocok untuk digunakan pada sampel yang sensitif terhadap panas serta membutuhkan konsistensi serbuk partikel yang baik.
\n
\nHanya untuk penggunaan dalam lingkungan Laboratorium Sentral.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: Kodi Machinery LPG-5</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2022/11/DSC04158-1.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04161.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04164.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04167.jpg, https://polarlabsen.link/wp-content/uploads/2022/11/DSC04169.jpg"
Extractor and Concentrator Machine,Mesin Ekstraktor dan Konsentrator ini adalah alat yang digunakan untuk membuat <em>crude extract</em> dengan menggunakan pelarut air maupun alkoholik dengan kapasitas hingga 300L. Alat ini dapat digunakan dalam tekanan normal hingga tekanan negatif untuk menghindari terjadinya penguapan yang diakibatkan oleh suhu tinggi. Suhu yang digunakan untuk alat ini dapat diubah secara mandiri melalui <em>control box</em>.,"<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: MCS Machinery</li>
\n 	<li>Tipe: TD-300</li>
\n 	<li>Volume: 300L</li>
\n 	<li>Temperature Scope: 0-220˚C</li>
\n 	<li>Dimension: 4000 x 1350 x 3300 mm</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05038.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05042.jpg"
Fluid Bed Dryer Processor,"Fluid Bed Dryer digunakan untuk membuat granul, pengeringan granul dan coating granul kering yang tidak memungkinkan untuk kering dalam suhu oven.","<strong>Spesifikasi</strong>
\n<ul>
\n 	<li>Merk: PMS</li>
\n 	<li>Tipe: FBD 5-E</li>
\n 	<li>Kapasitas: 20-25 kg</li>
\n 	<li>Heating: 27 KW</li>
\n 	<li>Dimensi: 930 x 1425 x 2730 mm</li>
\n</ul>",4,"https://polarlabsen.link/wp-content/uploads/2023/01/DSC05030.jpg, https://polarlabsen.link/wp-content/uploads/2023/01/DSC05035.jpg"
